0.000000000000000000e+00 2.092740000000000009e+02
1.938050823622843977e+00 2.095550000000000068e+02
3.909734622624520206e+00 2.099379999999999882e+02
5.851191808128777261e+00 2.103919999999999959e+02
7.777142222967521334e+00 2.108120000000000118e+02
9.656891142567712194e+00 2.112620000000000005e+02
1.168029915870679147e+01 2.117930000000000064e+02
1.360794694796610571e+01 2.122990000000000066e+02
1.553091886668262411e+01 2.127549999999999955e+02
1.742156214398561076e+01 2.132640000000000100e+02
1.936082849840795106e+01 2.137760000000000105e+02
2.126110479505196338e+01 2.142949999999999875e+02
2.322506253323043524e+01 2.147800000000000011e+02
2.515177917139802233e+01 2.152680000000000007e+02
2.709934816759635368e+01 2.157880000000000109e+02
2.904346030361044484e+01 2.162479999999999905e+02
3.098685166995914386e+01 2.167009999999999934e+02
3.297983461045036080e+01 2.171510000000000105e+02
3.489994971242477106e+01 2.175780000000000030e+02
3.690224464504248658e+01 2.179540000000000077e+02
3.884332089318815662e+01 2.184029999999999916e+02
4.082024704157070971e+01 2.186409999999999911e+02
4.279217655297932765e+01 2.191690000000000111e+02
4.470333457953368850e+01 2.194890000000000043e+02
4.665958047325781877e+01 2.195209999999999866e+02
4.864658676605760235e+01 2.198770000000000095e+02
5.063511888753048851e+01 2.202110000000000127e+02
5.233238168269421919e+01 2.210560000000000116e+02
5.412398013255033646e+01 2.219569999999999936e+02
5.605098038974178820e+01 2.224579999999999984e+02
5.795601057432509862e+01 2.230420000000000016e+02
5.995102235393905943e+01 2.234130000000000109e+02
6.194586570703679484e+01 2.236289999999999907e+02
6.386542242513996825e+01 2.236100000000000136e+02
6.592203809194258213e+01 2.236160000000000139e+02
6.789472788123188707e+01 2.235260000000000105e+02
6.997224996141332554e+01 2.237290000000000134e+02
7.194086013104177368e+01 2.238259999999999934e+02
7.392746049369468153e+01 2.239029999999999916e+02
7.593451629755888632e+01 2.241260000000000048e+02
7.790035784741270675e+01 2.243619999999999948e+02
7.985254559539409058e+01 2.246069999999999993e+02
8.184256318254186624e+01 2.244900000000000091e+02
8.386897503684885180e+01 2.243679999999999950e+02
8.578174684820093887e+01 2.241270000000000095e+02
8.777052788161360297e+01 2.236129999999999995e+02
8.979863759251234967e+01 2.231200000000000045e+02
9.164277912720577035e+01 2.228309999999999889e+02
