1	4	2	3    980	10	20
2	3	1	4	 980	10	20
5	8	6	7	1200	10	20
6	7	5	8	1200	10	20
9	12	10	11	1450	10	20
10	11	9	12	1450	10	20
13	16	14	15	1660	10	20
14	15	13	16	1660	10	20
17	20	18	19	1750	10	20
18	19	17	20	1750	10	20
21	24	22	23	1960	10	20
22	23	21	24	1960	10	20
25	28	26	27	2160	10	20
26	27	25	28	2160	10	20
29	32	30	31	2370	10	20
30	31	29	32	2370	10	20
33	36	34	35	2630	10	20
34	35	33	36	2630	10	20
37	40	38	39	2930	10	20
38	39	37	40	2930	10	20	
