-10 209.2740 12
0.0000 209.2740 12
1.9381 209.5550 12
3.9097 209.9380 12
5.8512 210.3920 12
7.7771 210.8120 12
9.6569 211.2620 12
11.6803 211.7930 12
13.6079 212.2990 12
15.5309 212.7550 12
17.4216 213.2640 12
19.3608 213.7760 12
21.2611 214.2950 12
23.2251 214.7800 12
25.1518 215.2680 12
27.0993 215.7880 12
29.0435 216.2480 12
30.9869 216.7010 12
32.9798 217.1510 12
34.8999 217.5780 12
36.9022 217.9540 12
38.8433 218.4030 12
40.8202 218.6410 12
42.7922 219.1690 12
44.7033 219.4890 12
46.6596 219.5210 12
48.6466 219.8770 12
50.6351 220.2110 12
52.3324 221.0560 12
54.1240 221.9570 12
56.0510 222.4580 12
57.9560 223.0420 12
59.9510 223.4130 12
61.9459 223.6290 12
63.8654 223.6100 12
65.9220 223.6160 12
67.8947 223.5260 12
69.9722 223.7290 12
71.9409 223.8260 12
73.9275 223.9030 12
75.9345 224.1260 12
77.9004 224.3620 12
79.8525 224.6070 12
81.8426 224.4900 12
83.8690 224.3680 12
85.7817 224.1270 12
87.7705 223.6130 12
89.7986 223.1200 12
91.6428 222.8310 12
110 222.8310 11
110 160 11
-10 160 11
